,created_at,favorite_count,id_str,is_retweet,retweet_count,source,text
1377,Thu Dec 13 16:08:16 +0000 2018,103418,1073248244787015680,False,23743,Twitter for iPhone,WITCH HUNT!
1378,Thu Dec 13 16:07:50 +0000 2018,96718,1073248137320509440,False,23898,Twitter for iPhone,They gave General Flynn a great deal because they were embarrassed by the way he was treated - the FBI said he didn’t lie and they overrode the FBI. They want to scare everybody into making up stories that are not True by catching them in the smallest of misstatements. Sad!......
1379,Thu Dec 13 13:39:34 +0000 2018,73187,1073210823936495617,False,15633,Twitter for iPhone,"....guilty even on a civil basis. Those charges were just agreed to by him in order to embarrass the president and get a much reduced prison sentence, which he did-including the fact that his family was temporarily let off the hook. As a lawyer, Michael has great liability to me!"
1380,Thu Dec 13 13:34:14 +0000 2018,4213,1073209480828067840,False,1207,Twitter for iPhone,"....guilty even on a civil bases. Those charges were just agreed to by him in order to embarrass the president and get a much reduced prison sentence, which he did-including the fact that his family was temporarily let off the hook. As a lawyer, Michael has great liability to me!"
1381,Thu Dec 13 13:25:27 +0000 2018,71477,1073207272069890049,False,16150,Twitter for iPhone,"....stated that I did nothing wrong with respect to campaign finance laws, if they even apply, because this was not campaign finance. Cohen was guilty on many charges unrelated to me, but he plead to two campaign charges which were not criminal and of which he probably was not..."
1382,Thu Dec 13 13:17:08 +0000 2018,78687,1073205176872435713,False,18105,Twitter for iPhone,"I never directed Michael Cohen to break the law. He was a lawyer and he is supposed to know the law. It is called “advice of counsel,” and a lawyer has great liability if a mistake is made. That is why they get paid. Despite that many campaign finance lawyers have strongly......"
1383,Thu Dec 13 12:38:28 +0000 2018,117678,1073195450033950720,False,27554,Twitter for iPhone,"I often stated, “One way or the other, Mexico is going to pay for the Wall.” This has never changed. Our new deal with Mexico (and Canada), the USMCA, is so much better than the old, very costly &amp; anti-USA NAFTA deal, that just by the money we save, MEXICO IS PAYING FOR THE WALL!"
1384,Wed Dec 12 23:50:48 +0000 2018,76159,1073002260072935424,False,13021,Twitter for iPhone,.@FLOTUS Melania will be interviewed by @SeanHannity tonight on @FoxNews at 9:00pmE!
1385,Wed Dec 12 12:50:17 +0000 2018,194346,1072836035514634240,False,61295,Twitter for iPhone,"The Democrats and President Obama gave Iran 150 Billion Dollars and got nothing, but they can’t give 5 Billion Dollars for National Security and a Wall?"
1386,Wed Dec 12 12:34:21 +0000 2018,164069,1072832023927185408,False,36786,Twitter for iPhone,Another very bad terror attack in France. We are going to strengthen our borders even more. Chuck and Nancy must give us the votes to get additional Border Security!
1387,Tue Dec 11 22:09:04 +0000 2018,104310,1072614269773119489,False,21960,Twitter for iPhone,Thanks to Leader McConnell for agreeing to bring a Senate vote on Criminal Justice this week! These historic changes will make communities SAFER and SAVE tremendous taxpayers dollars. It brings much needed hope to many families during the Holiday Season.
1388,Tue Dec 11 18:55:06 +0000 2018,97884,1072565454655406081,False,23325,Twitter for iPhone,"“I don’t care what you think of the President...it cannot bleed over to the FBI...Comey is confirming there is bias in the FBI...” 
-Chris Swecker"
1389,Tue Dec 11 18:50:29 +0000 2018,104894,1072564293302976512,False,26474,Twitter for iPhone,"James Comey just totally exposed his partisan stance by urging his fellow Democrats to take back the White House in 2020. In other words, he is and has been a Democrat. Comey had no right heading the FBI at any time, but especially after his mind exploded!"
1390,Tue Dec 11 13:30:31 +0000 2018,91578,1072483770819846144,False,20699,Twitter for iPhone,"Fake News has it purposely wrong. Many, over ten, are vying for and wanting the White House Chief of Staff position. Why wouldn’t someone want one of the truly great and meaningful jobs in Washington. Please report news correctly. Thank you!"
1391,Tue Dec 11 13:19:26 +0000 2018,81650,1072480983683870720,False,16605,Twitter for iPhone,Very productive conversations going on with China! Watch for some important announcements!
1392,Tue Dec 11 13:11:05 +0000 2018,47723,1072478880060067840,False,8881,Twitter for iPhone,Great job by Michael Anton on @foxandfriends. A True National Security expert!
1393,Tue Dec 11 12:42:03 +0000 2018,119626,1072471575956504576,False,28478,Twitter for iPhone,"....People do not yet realize how much of the Wall, including really effective renovation, has already been built. If the Democrats do not give us the votes to secure our Country, the Military will build the remaining sections of the Wall. They know how important it is!"
1394,Tue Dec 11 12:30:57 +0000 2018,68749,1072468779974713345,False,15347,Twitter for iPhone,".....I look forward to my meeting with Chuck Schumer &amp; Nancy Pelosi. In 2006, Democrats voted for a Wall, and they were right to do so. Today, they no longer want Border Security. They will fight it at all cost, and Nancy must get votes for Speaker. But the Wall will get built..."
1395,Tue Dec 11 12:12:23 +0000 2018,92172,1072464107784323072,False,20706,Twitter for iPhone,"....however, for strictly political reasons and because they have been pulled so far left, do NOT want Border Security. They want Open Borders for anyone to come in. This brings large scale crime and disease. Our Southern Border is now Secure and will remain that way......."
1396,Tue Dec 11 12:04:50 +0000 2018,74862,1072462207416446976,False,16117,Twitter for iPhone,".....Ice, Border Patrol and our Military have done a FANTASTIC job of securing our Southern Border. A Great Wall would be, however, a far easier &amp; less expensive solution. We have already built large new sections &amp; fully renovated others, making them like new. The Democrats,....."
1397,Tue Dec 11 11:52:28 +0000 2018,93608,1072459097855938560,False,20287,Twitter for iPhone,"Despite the large Caravans that WERE forming and heading to our Country, people have not been able to get through our newly built Walls, makeshift Walls &amp; Fences, or Border Patrol Officers &amp; Military. They are now staying in Mexico or going back to their original countries......."
1398,Tue Dec 11 02:28:25 +0000 2018,81171,1072317149723717632,False,20945,Twitter for iPhone,“Former FBI Director James Comey under fire for his testimony acknowledging he knew that the Democrats paid for that phony Trump Dossier.” @LouDobbs  Details on Tuesday night.
1399,Tue Dec 11 02:11:21 +0000 2018,107141,1072312854307581953,False,27065,Twitter for iPhone,"James Comey’s behind closed doors testimony reveals that “there was not evidence of Campaign Collusion” with Russia when he left the FBI. In other words, the Witch Hunt is illegal and should never have been started!"
1400,Mon Dec 10 12:00:00 +0000 2018,101074,1072098604599394305,False,22947,Twitter for iPhone,"....which it was not (but even if it was, it is only a CIVIL CASE, like Obama’s - but it was done correctly by a lawyer and there would not even be a fine. Lawyer’s liability if he made a mistake, not me). Cohen just trying to get his sentence reduced. WITCH HUNT!"
1401,Mon Dec 10 11:46:11 +0000 2018,104794,1072095127894667265,False,25245,Twitter for iPhone,"“Democrats can’t find a Smocking Gun tying the Trump campaign to Russia after James Comey’s testimony. No Smocking Gun...No Collusion.” @FoxNews  That’s because there was NO COLLUSION. So now the Dems go to a simple private transaction, wrongly call it a campaign contribution,..."
1402,Mon Dec 10 01:27:23 +0000 2018,87406,1071939400517500929,False,17329,Twitter for iPhone,"I am in the process of interviewing some really great people for the position of White House Chief of Staff. Fake News has been saying with certainty it was Nick Ayers, a spectacular person who will always be with our #MAGA agenda. I will be making a decision soon!"
1403,Sun Dec 09 22:43:13 +0000 2018,141916,1071898088267284482,False,33301,Twitter for iPhone,"The Trump Administration has accomplished more than any other U.S. Administration in its first two (not even) years of existence, &amp; we are having a great time doing it! All of this despite the Fake News Media, which has gone totally out of its mind-truly the Enemy of the People!"
1404,Sun Dec 09 13:53:30 +0000 2018,124250,1071764777679114240,False,32471,Twitter for iPhone,Leakin’ James Comey must have set a record for who lied the most to Congress in one day. His Friday testimony was so untruthful! This whole deal is a Rigged Fraud headed up by dishonest people who would do anything so that I could not become President. They are now exposed!
1405,Sun Dec 09 13:38:22 +0000 2018,129097,1071760971088228352,False,35672,Twitter for iPhone,"On 245  occasions, former FBI Director James Comey told House investigators he didn’t know, didn’t recall, or couldn’t remember things when asked. Opened investigations on 4 Americans (not 2) - didn’t know who signed off and didn’t know Christopher Steele. All lies!"
1406,Sat Dec 08 23:31:15 +0000 2018,105868,1071547785156136961,False,21318,Twitter for iPhone,It was my honor to attend today’s #ArmyNavyGame in Philadelphia. A GREAT game played all around by our HEROES. Congratulations @ArmyWP_Football on the win! https://t.co/WDLkM6VE2T
1407,Sat Dec 08 23:22:52 +0000 2018,94495,1071545675786137600,False,18294,Twitter for iPhone,#ArmyNavyGame???? https://t.co/Yjhq6r6F9h
1408,Sat Dec 08 19:07:07 +0000 2018,79576,1071481315092910080,False,11709,Twitter for iPhone,"Great honor to be headed to the Army-Navy game today. Will be there shortly, landing now! https://t.co/ByAfESq8aS"
1409,Sat Dec 08 18:58:14 +0000 2018,75049,1071479079558213632,False,17176,Twitter for iPhone,"....left and right, he then woke up from his dream screaming that HE LIED. Next time I go to Vietnam I will ask “the Dick” to travel with me!"
1410,Sat Dec 08 18:58:13 +0000 2018,81537,1071479075699490816,False,19662,Twitter for iPhone,"Watched Da Nang Dick Blumenthal on television spewing facts almost as accurate as his bravery in Vietnam (which he never saw). As the bullets whizzed by Da Nang Dicks head, as he was saving soldiers...."
1411,Sat Dec 08 17:22:32 +0000 2018,151275,1071454998414921728,False,39181,Twitter for iPhone,Very sad day &amp; night in Paris. Maybe it’s time to end the ridiculous and extremely expensive Paris Agreement and return money back to the people in the form of lower taxes? The U.S. was way ahead of the curve on that and the only major country where emissions went down last year!
1412,Sat Dec 08 16:01:39 +0000 2018,90237,1071434642555920385,False,22222,Twitter for iPhone,"“This is collusion illusion, there is no smoking gun here. At this late date, after all that we have gone through, after millions have been spent, we have no Russian Collusion. There is nothing impeachable here.” @GeraldoRivera  Time for the Witch Hunt to END!"
1413,Sat Dec 08 14:19:31 +0000 2018,56309,1071408939684806659,False,10561,Twitter for iPhone,....I am thankful to both of these incredible men for their service to our Country! Date of transition to be determined.
1414,Sat Dec 08 14:19:31 +0000 2018,72376,1071408938522996741,False,14875,Twitter for iPhone,"I am pleased to announce my nomination of four-star General Mark Milley, Chief of Staff of the United States Army – as the Chairman of the Joint Chiefs of Staff, replacing General Joe Dunford, who will be retiring...."
1415,Sat Dec 08 13:01:56 +0000 2018,119532,1071389414239162369,False,28298,Twitter for iPhone,"AFTER TWO YEARS AND MILLIONS OF PAGES OF DOCUMENTS (and a cost of over $30,000,000), NO COLLUSION!"
1416,Sat Dec 08 12:52:39 +0000 2018,97365,1071387078901030913,False,24304,Twitter for iPhone,"The idea of a European Military didn’t work out too well in W.W. I or 2. But the U.S. was there for you, and always will be. All we ask is that you pay your fair share of NATO. Germany is paying 1% while the U.S. pays 4.3% of a much larger GDP - to protect Europe. Fairness!"
1417,Sat Dec 08 12:34:04 +0000 2018,137558,1071382401954267136,False,36801,Twitter for iPhone,"The Paris Agreement isn’t working out so well for Paris. Protests and riots all over France. People do not want to pay large sums of money, much to third world countries (that are questionably run), in order to maybe protect the environment. Chanting “We Want Trump!” Love France."
1418,Sat Dec 08 03:58:04 +0000 2018,0,1071252547170721792,True,10565,Twitter for iPhone,"RT @WhiteHouse: This afternoon, President Trump delivered remarks at the 2018 Project Safe Neighborhoods National Conference where he reinf…"
1419,Fri Dec 07 23:00:21 +0000 2018,113867,1071177621445230596,False,23438,Twitter for iPhone,Totally clears the President. Thank you!
1420,Fri Dec 07 21:49:01 +0000 2018,105887,1071159669949911044,False,28696,Twitter for iPhone,It is being reported that Leakin' James Comey was told by Department of Justice attorneys not to answer the most important questions. Total bias and corruption at the highest levels of previous Administration. Force him to answer the questions under oath!
1421,Fri Dec 07 20:56:17 +0000 2018,81241,1071146400019169280,False,17851,Twitter for iPhone,"Hopefully Mitch McConnell will ask for a VOTE on Criminal Justice Reform. It is extremely popular and has strong bipartisan support. It will also help a lot of people, save taxpayer dollars, and keep our communities safe. Go for it Mitch!"
1422,Fri Dec 07 20:02:34 +0000 2018,111720,1071132880368132096,False,28822,Twitter for iPhone,"Mike Pompeo is doing a great job, I am very proud of him. His predecessor, Rex Tillerson, didn’t have the mental capacity needed. He was dumb as a rock and I couldn’t get rid of him fast enough. He was lazy as hell. Now it is a whole new ballgame, great spirit at State!"
1423,Fri Dec 07 18:48:43 +0000 2018,0,1071114298926292998,True,7549,Twitter for iPhone,RT @WhiteHouse: President Trump Delivers Remarks at the 2018 Project Safe Neighborhoods National Conference https://t.co/5oV86XUX1o
1424,Fri Dec 07 16:18:37 +0000 2018,54308,1071076523719909376,False,11110,Twitter for iPhone,"....and one of the most highly respected lawyers and legal minds in the Country, he will be a great addition to our team. I look forward to having him join our very successful Administration!"
1425,Fri Dec 07 16:18:36 +0000 2018,65313,1071076519584268288,False,13779,Twitter for iPhone,I am pleased to announce that I will be nominating The Honorable William P. Barr for the position of Attorney General of the United States. As the former AG for George H.W. Bush....
1426,Fri Dec 07 16:16:51 +0000 2018,76719,1071076077903040513,False,15855,Twitter for iPhone,"I am pleased to announce that Heather Nauert, Spokeswoman for the United States Department of State, will be nominated to serve as United Nations Ambassador. I want to congratulate Heather, and thank Ambassador Nikki Haley for her great service to our Country!"
1427,Fri Dec 07 14:56:46 +0000 2018,86395,1071055923848855553,False,23149,Twitter for iPhone,We will be doing a major Counter Report to the Mueller Report. This should never again be allowed to happen to a future President of the United States!
1428,Fri Dec 07 14:46:32 +0000 2018,66709,1071053351851356160,False,16884,Twitter for iPhone,"Today, we honor those who perished 77 years ago at Pearl Harbor, and we salute every veteran who served in World War II over the 4 years that followed that horrific attack. God Bless America! https://t.co/zbu4NLVr4G https://t.co/5hbLDrqg40"
1429,Fri Dec 07 13:39:36 +0000 2018,81905,1071036505676808194,False,20914,Twitter for iPhone,"It has been incorrectly reported that Rudy Giuliani and others will not be doing a counter to the Mueller Report. That is Fake News. Already 87 pages done, but obviously cannot complete until we see the final Witch Hunt Report."
1430,Fri Dec 07 13:13:48 +0000 2018,89620,1071030014123098112,False,14753,Twitter for iPhone,China talks are going very well!
1431,Fri Dec 07 12:15:58 +0000 2018,86083,1071015457409384453,False,21570,Twitter for iPhone,"...the lying and leaking by the people doing the Report, &amp; also Bruce Ohr (and his lovely wife Molly), Comey, Brennan, Clapper, &amp; all of the many fired people of the FBI, be listed in the Report? Will the corruption within the DNC &amp; Clinton Campaign be exposed?..And so much more!"
1432,Fri Dec 07 11:53:34 +0000 2018,68705,1071009820575186945,False,17047,Twitter for iPhone,"....Foundation be listed at the top of the Report? Will the scathing document written about Lyin’ James Comey, by the man in charge of the case, Rod Rosenstein (who also signed the FISA Warrant), be a big part of the Report? Isn’t Rod therefore totally conflicted? Will all of...."
1433,Fri Dec 07 11:40:53 +0000 2018,58913,1071006628487540738,False,15173,Twitter for iPhone,".....overturned, 9-0, in the United States Supreme Court. Doing same thing to people now. Will all of the substantial &amp; many contributions made by the 17 Angry Democrats to the Campaign of Crooked Hillary be listed in top of Report. Will the people that worked for the Clinton...."
1434,Fri Dec 07 11:28:50 +0000 2018,64369,1071003598023221248,False,16962,Twitter for iPhone,"....Will Robert Mueller’s big time conflicts of interest be listed at the top of his Republicans only Report. Will Andrew Weissman’s horrible and vicious prosecutorial past be listed in the Report. He wrongly destroyed people’s lives, took down great companies, only to be........"
1435,Fri Dec 07 11:18:59 +0000 2018,86498,1071001119697108992,False,22732,Twitter for iPhone,"Robert Mueller and Leakin’ Lyin’ James Comey are Best Friends, just one of many Mueller Conflicts of Interest. And bye the way, wasn’t the woman in charge of prosecuting Jerome Corsi (who I do not know) in charge of “legal” at the corrupt Clinton Foundation? A total Witch Hunt..."
1436,Fri Dec 07 03:15:12 +0000 2018,102204,1070879369432850433,False,25886,Twitter for iPhone,"Arizona, together with our Military and Border Patrol, is bracing for a massive surge at a NON-WALLED area. WE WILL NOT LET THEM THROUGH. Big danger. Nancy and Chuck must approve Boarder Security and the Wall!"
1437,Fri Dec 07 03:08:26 +0000 2018,145583,1070877666654519297,False,39522,Twitter for iPhone,FAKE NEWS - THE ENEMY OF THE PEOPLE!
1438,Fri Dec 07 03:07:18 +0000 2018,67811,1070877381861277696,False,18582,Twitter for iPhone,Trish_Regan:  “Did the FBI follow protocol to obtain the FISA warrant? I don’t think so. The Dossier was opposition research funded by opponents. Don’t use Government resources to take down political foes. Weaponizing Government for gain.” Is this really America? Witch Hunt!
1439,Fri Dec 07 02:58:43 +0000 2018,60597,1070875222205759488,False,17132,Twitter for iPhone,"Jerome Corsi: ”This is not justice, this is not America. This is a political prosecution. The Special Prosecutor (Counsel), to get this plea deal, demanded I lie and violate the law. They’re the criminals.” He is not alone. 17 Angry Dems. People forced to lie. Sad!  @Trish_Regan"
1440,Fri Dec 07 00:56:18 +0000 2018,78942,1070844413910368256,False,17722,Twitter for iPhone,Statement from China: “The teams of both sides are now having smooth communications and good cooperation with each other. We are full of confidence that an agreement can be reached within the next 90 days.” I agree!
1441,Fri Dec 07 00:27:11 +0000 2018,110890,1070837085538525185,False,25194,Twitter for iPhone,"Does the Fake News Media ever mention the fact that Republicans, with the very important help of my campaign Rallies, WON THE UNITED STATES SENATE, 53 to 47? All I hear is that the Open Border Dems won the House. Senate alone approves judges &amp; others. Big Republican Win!"
1442,Thu Dec 06 17:07:29 +0000 2018,77617,1070726434648440833,False,15926,Twitter for iPhone,"My thoughts and prayers are with the @USMC crew members who were involved in a mid-air collision off the coast of Japan. Thank you to @USForcesJapan for their immediate response and rescue efforts. Whatever you need, we are here for you. @IIIMEF"
1443,Thu Dec 06 15:17:47 +0000 2018,119107,1070698825571012613,False,27486,Twitter for iPhone,"Without the phony Russia Witch Hunt, and with all that we have accomplished in the last almost two years (Tax &amp; Regulation Cuts, Judge’s, Military, Vets, etc.) my approval rating would be at 75% rather than the 50% just reported by Rasmussen. It’s called Presidential Harassment!"
1444,Thu Dec 06 03:32:22 +0000 2018,142221,1070521302652469248,False,29437,Twitter for iPhone,"Working hard, thank you! https://t.co/3SoWTkZjP6"
1445,Thu Dec 06 02:24:40 +0000 2018,73312,1070504263606890496,False,13197,Twitter for iPhone,"Doug Wead, a truly great presidential historian, had a wonderful take on a very beautiful moment in history, the funeral service today of President Bush. Doug was able to brilliantly cover some very important and interesting periods of time! @LouDobbs"
1446,Wed Dec 05 14:44:48 +0000 2018,85502,1070328136150200320,False,17329,Twitter for iPhone,"Hopefully OPEC will be keeping oil flows as is, not restricted. The World does not want to see, or need, higher oil prices!"
1447,Wed Dec 05 13:56:31 +0000 2018,126149,1070315986287583232,False,18431,Twitter for iPhone,"Looking forward to being with the Bush family. This is not a funeral, this is a day of celebration for a great man who has led a long and distinguished life. He will be missed!"
1448,Wed Dec 05 13:51:07 +0000 2018,79452,1070314629732163586,False,17607,Twitter for iPhone,".....considered to be the worst and most dangerous, addictive and deadly substance of them all. Last year over 77,000 people died from Fentanyl. If China cracks down on this “horror drug,” using the Death Penalty for distributors and pushers, the results will be incredible!"
1449,Wed Dec 05 13:44:10 +0000 2018,66465,1070312880095068160,False,14540,Twitter for iPhone,One of the very exciting things to come out of my meeting with President Xi of China is his promise to me to criminalize the sale of deadly Fentanyl coming into the United States. It will now be considered a “controlled substance.” This could be a game changer on what is.......
1450,Wed Dec 05 13:19:46 +0000 2018,86340,1070306739092889601,False,17072,Twitter for iPhone,"Very strong signals being sent by China once they returned home from their long trip, including stops, from Argentina. Not to sound naive or anything, but I believe President Xi meant every word of what he said at our long and hopefully historic meeting. ALL subjects discussed!"
1451,Wed Dec 05 12:49:48 +0000 2018,62984,1070299196538961920,False,13117,Twitter for iPhone,.....China had agreed to start “immediately” buying U.S. products.” @business
1452,Wed Dec 05 12:46:28 +0000 2018,65166,1070298360572198913,False,14786,Twitter for iPhone,"“China officially echoed President Donald Trump’s optimism over bilateral trade talks. Chinese officials have begun preparing to restart imports of U.S. Soybeans &amp; Liquified Natural Gas, the first sign confirming the claims of President Donald Trump and the White House that......"
1453,Wed Dec 05 00:21:41 +0000 2018,71200,1070110927788347393,False,13486,Twitter for iPhone,.....China does not want Tariffs!
1454,Wed Dec 05 00:20:27 +0000 2018,83739,1070110615627333632,False,18156,Twitter for iPhone,"We are either going to have a REAL DEAL with China, or no deal at all - at which point we will be charging major Tariffs against Chinese product being shipped into the United States. Ultimately, I believe, we will be making a deal - either now or into the future...."
1455,Tue Dec 04 22:56:01 +0000 2018,99706,1070089367224549377,False,23877,Twitter for iPhone,....in the world. I want clean air and clean water and have been making great strides in improving America’s environment. But American taxpayers – and American workers – shouldn’t pay to clean up others countries’ pollution.
1456,Tue Dec 04 22:56:00 +0000 2018,113272,1070089365995642881,False,29321,Twitter for iPhone,I am glad that my friend @EmmanuelMacron and the protestors in Paris have agreed with the conclusion I reached two years ago. The Paris Agreement is fatally flawed because it raises the price of energy for responsible countries while whitewashing some of the worst polluters....
1457,Tue Dec 04 16:24:07 +0000 2018,0,1069990743274676224,True,30691,Twitter for iPhone,"RT @charliekirk11: There are riots in socialist France because of radical leftist fuel taxes

Media barely mentioning this

America is boom…"
1458,Tue Dec 04 16:22:24 +0000 2018,121752,1069990310175014914,False,36409,Twitter for iPhone,"Could somebody please explain to the Democrats (we need their votes) that our Country losses 250 Billion Dollars a year on illegal immigration, not including the terrible drug flow. Top Border Security, including a Wall, is $25 Billion. Pays for itself in two months. Get it done!"
1459,Tue Dec 04 15:10:00 +0000 2018,59933,1069972093301862406,False,13058,Twitter for iPhone,".....But if a fair deal is able to be made with China, one that does all of the many things we know must be finally done, I will happily sign. Let the negotiations begin. MAKE AMERICA GREAT AGAIN!"
1460,Tue Dec 04 15:03:41 +0000 2018,122159,1069970500535902208,False,25270,Twitter for iPhone,"....I am a Tariff Man. When people or countries come in to raid the great wealth of our Nation, I want them to pay for the privilege of doing so. It will always be the best way to max out our economic power. We are right now taking in $billions in Tariffs. MAKE AMERICA RICH AGAIN"
1461,Tue Dec 04 14:55:35 +0000 2018,54617,1069968462724980736,False,11715,Twitter for iPhone,"......on seeing whether or not a REAL deal with China is actually possible. If it is, we will get it done. China is supposed to start buying Agricultural product and more immediately. President Xi and I want this deal to happen, and it probably will. But if not remember,......"
1462,Tue Dec 04 14:30:16 +0000 2018,64692,1069962093301022720,False,14067,Twitter for iPhone,"The negotiations with China have already started. Unless extended, they will end 90 days from the date of our wonderful and very warm dinner with President Xi in Argentina. Bob Lighthizer will be working closely with Steve Mnuchin, Larry Kudlow, Wilbur Ross and Peter Navarro....."
1463,Tue Dec 04 14:22:01 +0000 2018,70814,1069960017204469760,False,12945,Twitter for iPhone,Looking forward to being with the wonderful Bush family at Blair House today. The former First Lady will be coming over to the White House this morning to be given a tour of the Christmas decorations by Melania. The elegance &amp; precision of the last two days have been remarkable!
1464,Tue Dec 04 02:21:18 +0000 2018,114936,1069778641603780608,False,22031,Twitter for iPhone,#Remembering41 https://t.co/9xbFYlZzNs
1465,Mon Dec 03 19:42:31 +0000 2018,86417,1069678284580012032,False,18455,Twitter for iPhone,Congratulations to newly inaugurated Mexican President @lopezobrador_. He had a tremendous political victory with the great support of the Mexican People. We will work well together for many years to come!
1466,Mon Dec 03 16:37:38 +0000 2018,89014,1069631759573225474,False,13015,Twitter for iPhone,Looking forward to being with the Bush Family to pay my respects to President George H.W. Bush.
1467,Mon Dec 03 15:56:06 +0000 2018,100413,1069621305245409281,False,26098,Twitter for iPhone,"Bob Mueller (who is a much different man than people think) and his out of control band of Angry Democrats, don’t want the truth, they only want lies. The truth is very bad for their mission!"
1468,Mon Dec 03 15:48:12 +0000 2018,99508,1069619316319035392,False,23763,Twitter for iPhone,"“I will never testify against Trump.” This statement was recently made by Roger Stone, essentially stating that he will not be forced by a rogue and out of control prosecutor to make up lies and stories about “President Trump.” Nice to know that some people still have “guts!”"
1469,Mon Dec 03 15:29:31 +0000 2018,67271,1069614615510859776,False,14527,Twitter for iPhone,"....his wife and father-in-law (who has the money?) off Scott Free. He lied for this outcome and should, in my opinion, serve a full and complete sentence."
1470,Mon Dec 03 15:24:37 +0000 2018,74551,1069613383622803456,False,18288,Twitter for iPhone,"“Michael Cohen asks judge for no Prison Time.” You mean he can do all of the TERRIBLE, unrelated to Trump, things having to do with fraud, big loans, Taxis, etc., and not serve a long prison term? He makes up stories to get a GREAT &amp; ALREADY reduced deal for himself, and get....."
1471,Mon Dec 03 13:45:22 +0000 2018,105758,1069588404172726272,False,26903,Twitter for iPhone,"We would save Billions of Dollars if the Democrats would give us the votes to build the Wall. Either way, people will NOT be allowed into our Country illegally! We will close the entire Southern Border if necessary. Also, STOP THE DRUGS!"
1472,Mon Dec 03 13:30:46 +0000 2018,91956,1069584730880974849,False,21346,Twitter for iPhone,"I am certain that, at some time in the future, President Xi and I, together with President Putin of Russia, will start talking about a meaningful halt to what has become a major and uncontrollable Arms Race. The U.S. spent 716 Billion Dollars this year. Crazy!"
1473,Mon Dec 03 13:18:01 +0000 2018,65427,1069581524180324352,False,14471,Twitter for iPhone,"President Xi and I have a very strong and personal relationship. He and I are the only two people that can bring about massive and very positive change, on trade and far beyond, between our two great Nations. A solution for North Korea is a great thing for China and ALL!"
1474,Mon Dec 03 13:01:08 +0000 2018,116728,1069577273819443200,False,26165,Twitter for iPhone,"Farmers will be a a very BIG and FAST beneficiary of our deal with China. They intend to start purchasing agricultural product immediately. We make the finest and cleanest product in the World, and that is what China wants. Farmers, I LOVE YOU!"
1475,Mon Dec 03 12:54:30 +0000 2018,73335,1069575605199482881,False,16456,Twitter for iPhone,"My meeting in Argentina with President Xi of China was an extraordinary one. Relations with China have taken a BIG leap forward! Very good things will happen. We are dealing from great strength, but China likewise has much to gain if and when a deal is completed. Level the field!"
1476,Mon Dec 03 04:00:25 +0000 2018,141328,1069441198157455360,False,31945,Twitter for iPhone,China has agreed to reduce and remove tariffs on cars coming into China from the U.S. Currently the tariff is 40%.
1477,Sun Dec 02 20:15:38 +0000 2018,75249,1069324231333289991,False,17277,Twitter for iPhone,"This week, Jews around the world will celebrate the miracles of Hanukkah. @FLOTUS Melania and I send our very best wishes for a blessed and Happy Hanukkah! https://t.co/LrnGcc86w4 https://t.co/Kdjeyvkzmb"
1478,Sat Dec 01 15:21:58 +0000 2018,88644,1068887938761662465,False,15409,Twitter for iPhone,"....However, out of respect for the Bush Family and former President George H.W. Bush we will wait until after the funeral to have a press conference."
1479,Sat Dec 01 15:21:57 +0000 2018,86430,1068887935838228480,False,16032,Twitter for iPhone,I was very much looking forward to having a press conference just prior to leaving Argentina because we have had such great success in our dealing with various countries and their leaders at the G20....
1480,Sat Dec 01 11:16:08 +0000 2018,216587,1068826073775964160,False,32754,Twitter for iPhone,"President George H.W. Bush led a long, successful and beautiful life.  Whenever I was with him I saw his absolute joy for life and True pride in his family. His accomplishments were great from beginning to end. He was a truly wonderful man and will be missed by all!"
1481,Sat Dec 01 05:50:09 +0000 2018,0,1068744039372152833,True,4257,Twitter for iPhone,RT @realDonaldTrump: Statement from President Donald J. Trump and First Lady Melania Trump on the Passing of Former President George H.W. B…
1482,Sat Dec 01 05:49:46 +0000 2018,105955,1068743940755660800,False,27387,Twitter for iPhone,Statement from President Donald J. Trump and First Lady Melania Trump on the Passing of Former President George H.W. Bush https://t.co/qxPsp4Ggs7
1483,Sat Dec 01 03:16:54 +0000 2018,0,1068705471970902018,True,10914,Twitter for iPhone,"RT @EPN: En mi último día como Presidente, me siento muy honrado de haber participado en la firma del nuevo Tratado Comercial entre México,…"
1484,Sat Dec 01 03:14:18 +0000 2018,0,1068704815587438593,True,10790,Twitter for iPhone,RT @AbeShinzo: アルゼンチンでＧ２０サミットが開幕しました。この機会を活かし、トランプ大統領、モディ首相と、初めてとなる日米印三か国による首脳会談を行いました。「自由で開かれたインド太平洋」という共通の目標に向かって、緊密に連携していくことで一致しました。 htt…
1485,Sat Dec 01 03:13:24 +0000 2018,0,1068704589699002368,True,8748,Twitter for iPhone,RT @TheBlueHouseENG: President Moon (@moonriver365) and President Trump (@realDonaldTrump) reaffirmed their commitment to closely coordinat…
1486,Sat Dec 01 02:03:36 +0000 2018,56790,1068687025505595392,False,10233,Twitter for iPhone,Watch @seanhannity on @FoxNews NOW. Enjoy!
1487,Sat Dec 01 00:23:30 +0000 2018,82263,1068661832578158592,False,18514,Twitter for iPhone,"Great day at the #G20Summit in Buenos Aires, Argentina. Thank you! https://t.co/4IHvUdOygc"
