,created_at,tweets,mentioned_company
2575,Sun Sep 02 00:46:41 +0000 2018,"“there’s no fairness here, if you’re a democrat or a friend of hillary you get immunity or off scott free. if you’re connected to donald trump, you get people like { ROBERT } mueller &amp; andrew weissman, and his team of partisans, coming after you with a vengeance and abusing their....","Everest Re Group Ltd., Robert Half International, "
2576,Sat Sep 01 22:55:29 +0000 2018,we shouldn’t have to { BUY } our friends with bad trade deals and free military protection!,"Best Buy Co. Inc., "
2583,Sat Sep 01 13:19:20 +0000 2018,"“you have a fake dossier, gathered by steele, paid by the clinton team to get { INFORMATION } on trump. the dossier is fake, nothing in it has been verified. it then filters into our american court system in order to spy on barrack obama and hillary clinton’s political opponent......","Fidelity National Information Services, "
2602,Thu Aug 30 13:17:48 +0000 2018,"the rigged russia witch { HUNT } did not come into play, even a little bit, with respect to my decision on don mcgahn!","J. B. Hunt Transport Services, "
2605,Thu Aug 30 11:56:28 +0000 2018,the only thing { JAMES } comey ever got right was when he said that president trump was not under investigation!,"Raymond James Financial Inc., "
2607,Thu Aug 30 11:20:48 +0000 2018,"the news from the financial markets is even better than anticipated. for all of you that have made a { FORTUNE } in the markets, or seen your 401k’s rise beyond your wildest expectations, more good news is coming!","Fortune Brands Home & Security, "
2621,Wed Aug 29 15:12:23 +0000 2018,how the hell is bruce ohr still employed at the justice department? disgraceful!  witch hunt!,"J. B. Hunt Transport Services, "
2628,Wed Aug 29 12:18:10 +0000 2018,“hillary clinton and the dnc paid for { INFORMATION } from the russian government to use against her government - there’s no doubt about that!” @tuckercarlson,"Fidelity National Information Services, "
2632,Wed Aug 29 04:11:45 +0000 2018,"hillary clinton’s emails, many of which are classified information, got hacked by china. next move better be by the fbi &amp; doj or, after all of their other missteps (comey, mccabe, strzok, page, ohr, fisa, dirty dossier etc.), their credibility will be forever gone!","Fidelity National Information Services, "
2633,Wed Aug 29 02:26:35 +0000 2018,new poll - a majority of americans think that john brennan and { JAMES } comey should have their security clearances revoked. not surprised! @foxnews,"Raymond James Financial Inc., "
2636,Wed Aug 29 01:16:58 +0000 2018,"report just out: “china hacked hillary clinton’s private email server.” are they sure it wasn’t russia (just kidding!)? what are the odds that the fbi and doj are right on top of this? actually, a very big story. much classified information!","Fidelity National Information Services, "
2641,Tue Aug 28 15:02:51 +0000 2018,"....results on “trump news” are from national left-wing media, very dangerous. google &amp; others are suppressing voices of conservatives and hiding { INFORMATION } and news that is good. they are controlling what we can &amp; cannot see. this is a very serious situation-will be addressed!","Fidelity National Information Services, "
2646,Tue Aug 28 09:34:44 +0000 2018,"....results on “trump news” are from national left-wing media, very dangerous. google &amp; others are suppressing voices of conservatives and hiding { INFORMATION } and news that is good. they are controlling what we can &amp; cannot see. this is a very serious situation-will be addressed!","Fidelity National Information Services, "
2674,Sat Aug 25 12:16:53 +0000 2018,"michaels cohen’s attorney clarified the record, saying his client does not know if president trump knew about the trump { TOWER } meeting (out of which came nothing!). the answer is that i did not know about the meeting. just another phony story by the fake news media!","American Tower Corp., "
2679,Sat Aug 25 00:20:53 +0000 2018,i spoke with governor david ige of hawaii today to { EXPRESS } our full support for the people of hawaii as the state is impacted by #hurricanelane. the federal government is fully committed to helping the people of hawaii. https://t.co/p35yaaovik,"American Express Co, "
2686,Fri Aug 24 11:10:13 +0000 2018,"ex-nsa contractor to spend 63 months in jail over “classified” information. gee, this is “small potatoes” compared to what hillary clinton did! so unfair jeff, double standard.","Fidelity National Information Services, "
2690,Fri Aug 24 09:57:15 +0000 2018,"target ceo raves about the economy. “this is the best consumer environment i’ve seen in my career.” a big statement from a top executive. but virtually everybody is saying this, &amp; when our trade deals are made, &amp; cost cutting done, you haven’t seen anything yet!  @drudge_report","Target Corp., "
2696,Thu Aug 23 18:08:19 +0000 2018,it was my great honor to { HOST } the foreign investment risk review modernization act roundtable today at the @whitehouse! https://t.co/tjti7ddtzm,"Host Hotels & Resorts, "
2700,Thu Aug 23 05:10:08 +0000 2018,no collusion - rigged witch hunt!,"J. B. Hunt Transport Services, "
2714,Wed Aug 22 13:34:16 +0000 2018,"a large number of counts, ten, could not even be decided in the paul manafort case. witch hunt!","J. B. Hunt Transport Services, "
2715,Wed Aug 22 13:21:29 +0000 2018,"i feel very badly for paul manafort and his wonderful family. “justice” took a 12 year old tax case, among other things, { APPLIED } tremendous pressure on him and, unlike michael cohen, he refused to “break” - make up stories in order to get a “deal.” such respect for a brave man!","Applied Materials Inc., "
2726,Tue Aug 21 10:55:03 +0000 2018,even { JAMES } clapper has admonished john brennan for having gone totally off the rails. maybe clapper is being nice to me so he doesn’t lose his security clearance for lying to congress!,"Raymond James Financial Inc., "
2734,Mon Aug 20 14:46:15 +0000 2018,"“bruce ohr is at the center of false allegations which led to a multi-million { DOLLAR } investigation into what apparently didn’t happen.” darrell issa, house oversight. we can take out the word “apparently.”  @foxnews","Dollar General, Dollar Tree, "
2737,Mon Aug 20 14:13:19 +0000 2018,"i hope john brennan, the worst cia director in our country’s history, brings a lawsuit. it will then be very easy to get all of his records, texts, emails and documents to show not only the poor job he did, but how he was involved with the mueller rigged witch hunt. he won’t sue!","J. B. Hunt Transport Services, "
2738,Mon Aug 20 11:48:12 +0000 2018,"where’s the collusion? they made up a phony crime called collusion, and when there was no collusion they say there was obstruction (of a phony crime that never existed). if you fight back or say anything bad about the rigged witch hunt, they scream obstruction!","J. B. Hunt Transport Services, "
2741,Sun Aug 19 12:24:38 +0000 2018,"study the late joseph mccarthy, because we are now in period with mueller and his gang that make joseph mccarthy look like a baby! rigged witch hunt!","J. B. Hunt Transport Services, "
2745,Sun Aug 19 11:15:12 +0000 2018,....and have demanded transparency so that this rigged and disgusting witch { HUNT } can come to a close. so many lives have been ruined over nothing - mccarthyism at its worst! yet mueller &amp; his gang of dems refuse to look at the real crimes on the other side - media is even worse!,"J. B. Hunt Transport Services, "
2747,Sat Aug 18 22:12:30 +0000 2018,"i allowed white house counsel don mcgahn, and all other requested members of the white house staff, to fully cooperate with the special counsel. in addition we readily gave over one million pages of documents. most transparent in history. no collusion, no obstruction. witch hunt!","J. B. Hunt Transport Services, "
2748,Sat Aug 18 22:04:48 +0000 2018,"i allowed white house counsel don mcgahn, and all other requested members of the white house staff, to fully cooperate with the special councel. in addition we readily gave over one million pages of documents. most transparent in history. no collusion, no obstruction. witch hunt!","J. B. Hunt Transport Services, "
2749,Sat Aug 18 21:51:11 +0000 2018,"the united states has ended the ridiculous 230 million { DOLLAR } yearly development payment to syria. saudi arabia and other rich countries in the middle east will start making { PAYMENTS } instead of the u.s. i want to develop the u.s., our military and countries that help us!","Dollar General, Dollar Tree, Global Payments Inc., "
2762,Fri Aug 17 22:29:15 +0000 2018,“fox news has learned that bruce ohr wrote christopher steele following the firing of { JAMES } comey saying that he was afraid the anti-trump russia probe will be exposed.”  { CHARLES } { PAYNE }  @foxbusiness   how much more does mueller have to see? they have blinders on - rigged!,"Charles Schwab Corporation, Helmerich & Payne, Raymond James Financial Inc., Twenty-First Century Fox Class A, Twenty-First Century Fox Class B, "
2765,Fri Aug 17 19:25:52 +0000 2018,"which is worse, hightax andrew cuomo's statement, “we’re not going to make america great again, it was never that great” or hillary clinton’s “deplorables” statement...","Everest Re Group Ltd., "
2766,Fri Aug 17 14:17:03 +0000 2018,"when a politician admits that “we’re not going to make america great again,” there doesn’t seem to be much reason to ever vote for him. this could be a career threatening statement by andrew cuomo, with many wanting him to resign-he will get higher ratings than his brother chris!","Everest Re Group Ltd., "
2771,Fri Aug 17 12:10:05 +0000 2018,"....attend the big parade already scheduled at andrews air force base on a different date, &amp; go to the paris parade, celebrating the end of the war, on november 11th. maybe we will do something next year in d.c. when the cost comes way down. now we can { BUY } some more jet fighters!","Best Buy Co. Inc., "
2772,Fri Aug 17 11:57:56 +0000 2018,"the local politicians who run washington, d.c. (poorly) know a windfall when they see it. when asked to give us a { PRICE } for holding a great celebratory military parade, they wanted a number so ridiculously high that i cancelled it. never let someone hold you up! i will instead...","T. Rowe Price Group, "
2773,Fri Aug 17 11:44:01 +0000 2018,"how does a politician, cuomo, known for pushing people and businesses out of his state, not to mention having the highest taxes in the u.s., survive making the statement, we’re not going to make america great again, it was never that great? which section of the sentence is worse?","Everest Re Group Ltd., "
2775,Fri Aug 17 02:04:03 +0000 2018,".....released in 2017. if his statement is based on intelligence he has seen since leaving office, it constitutes an intelligence breach......”  richard burr (r-nc) senate { INTEL } cmte chair  @loudobbs","Intel Corp., "
2776,Fri Aug 17 01:54:54 +0000 2018,"“director brennan’s recent statements purport to know as fact that the trump campaign colluded with a foreign power. if director brennan’s statement is based on intelligence he received while leading the cia, why didn’t he include it in the intelligence community assessment......","American Electric Power, "
2780,Thu Aug 16 23:53:55 +0000 2018,"“very concerned about comey’s firing, afraid they will be exposed,” said bruce ohr. doj’s emails &amp; notes show bruce ohr’s connection to (phony &amp; discredited) trump dossier. a creep thinking he would get caught in a dishonest act. rigged witch hunt!","J. B. Hunt Transport Services, "
2782,Thu Aug 16 23:37:15 +0000 2018,“the fbi received documents from bruce ohr (of the justice department &amp; whose wife nelly worked for fusion gps).” disgraced and fired fbi agent peter strzok. this is too crazy to be believed! the rigged witch { HUNT } has zero credibility.,"J. B. Hunt Transport Services, "
2786,Thu Aug 16 15:36:26 +0000 2018,"the queen of soul, aretha franklin, is dead. she was a great woman, with a wonderful gift from god, her voice. she will be missed!","Franklin Resources, "
2788,Thu Aug 16 14:00:00 +0000 2018,"the { BOSTON } globe, which was sold to the the failing new york times for 1.3 billion dollars (plus 800 million dollars in losses &amp; investment), or 2.1 billion dollars, was then sold by the times for 1 dollar. now the globe is in collusion with other papers on free press. prove it!","Boston Properties, Boston Scientific, Dollar General, Dollar Tree, "
2790,Thu Aug 16 12:43:33 +0000 2018,"our economy is doing better than ever. money is pouring into our cherished { DOLLAR } like rarely before, companies earnings are higher than ever, inflation is low &amp; business optimism is higher than it has ever been. for the first time in many decades, we are protecting our workers!","Dollar General, Dollar Tree, "
2791,Thu Aug 16 02:40:42 +0000 2018,“i’d strip the whole bunch of them. they’re all corrupt. they’ve all abused their power. they’ve all betrayed the american people with a political agenda. they tried to steal and influence an election in the united states.” @seanhannity,"American Electric Power, Everest Re Group Ltd., "
2792,Thu Aug 16 02:31:58 +0000 2018,"mark levin “when they had { POWER } they didn’t stop the russians, the chinese, the north koreans, they funded the iranians &amp; are responsible for the greatest scandal in american history by interfering with our election &amp; trying to undermine the trump campaign and trump presidency.”","American Electric Power, "
2793,Thu Aug 16 02:02:16 +0000 2018,"“we’re not going to make america great again, it was never that great.” can you believe this is the governor of the highest taxed state in the u.s., andrew cuomo, having a total meltdown!","Everest Re Group Ltd., "
2794,Thu Aug 16 01:53:25 +0000 2018,"“we’re not gong to make america great again, it was never that great.”  can you believe this is the governor of the highest taxed state in the u.s., andrew cuomo, having a total meltdown!","Everest Re Group Ltd., "
2795,Thu Aug 16 01:14:17 +0000 2018,"“hillary clinton clearly got a pass by the fbi. we have the unfortunate situation where they then decided they were going to frame donald trump” concerning the rigged witch hunt. joe digenova, former u.s. attorney.","J. B. Hunt Transport Services, "
2800,Wed Aug 15 14:57:20 +0000 2018,"happy birthday to the leader of the democrat party, maxine waters!","Waters Corporation, "
2802,Wed Aug 15 14:08:18 +0000 2018,"the rigged russian witch { HUNT } goes on and on as the “originators and founders” of this scam continue to be fired and demoted for their corrupt and illegal activity. all credibility is gone from this terrible hoax, and much more will be lost as it proceeds. no collusion!","J. B. Hunt Transport Services, "
2803,Wed Aug 15 13:51:12 +0000 2018,my friend and very early supporter kris kobach won the republican nomination for governor of { KANSAS } last night in a tough race against a very fine opponent. kris will win in november and be a great governor. he has my complete and total endorsement!,"Kansas City Southern, "
2808,Wed Aug 15 13:12:48 +0000 2018,jeff { JOHNSON } of minnesota had a big night in winning the republican nomination for governor against a very strong and well known opponent! thanks for all of the support you showed me. you have my complete and total endorsement. you will win in november!,"Johnson & Johnson, Johnson Controls International, "
2816,Tue Aug 14 13:10:30 +0000 2018,strzok started the illegal rigged witch { HUNT } - why isn’t this so-called “probe” ended immediately? why aren’t these angry and conflicted democrats instead looking at crooked hillary?,"J. B. Hunt Transport Services, "
2818,Tue Aug 14 12:06:55 +0000 2018,"“they were all in on it, clear hillary clinton and frame donald trump for things he didn’t do.” gregg jarrett on @foxandfriends  if we had a real attorney general, this witch { HUNT } would never have been started! looking at the wrong people.","J. B. Hunt Transport Services, "
2837,Mon Aug 13 17:11:21 +0000 2018,"brooks koepka just won his { THIRD } golf major, and he did it not only with his powerful game, but with his powerful mind. he has been a man of steel on the tour and will have many victories, including majors, ahead of him. congrats to brooks and his great team on a job well done!","Fifth Third Bancorp, "
2839,Mon Aug 13 16:09:41 +0000 2018,"just fired agent strzok, formerly of the fbi, was in charge of the crooked hillary clinton sham investigation. it was a total fraud on the american { PUBLIC } and should be properly redone!","Public Serv. Enterprise Inc., Public Storage, "
2840,Mon Aug 13 16:04:51 +0000 2018,"agent peter strzok was just fired from the fbi - finally. the list of bad players in the fbi &amp; doj gets longer &amp; longer. based on the fact that strzok was in charge of the witch hunt, will it be dropped? it is a total hoax. no collusion, no obstruction - i just fight back!","J. B. Hunt Transport Services, "
2851,Sat Aug 11 18:54:36 +0000 2018,....do you believe nelly worked for fusion and her husband still { WORKS } for the department of “justice.” i have never seen anything so rigged in my life. our a.g. is scared stiff and missing in action. it is all starting to be revealed - not pretty. ig report soon?  witch hunt!,"American Water Works Company Inc, Illinois Tool Works, J. B. Hunt Transport Services, "
2861,Fri Aug 10 22:47:45 +0000 2018,"had a very good phone call with @emmanuelmacron, president of france. discussed various subjects, in particular security and trade. many other calls and conversations today. looking forward to dinner tonight with tim cook of apple. he is investing big dollars in u.s.a.","Apple Inc., "
2863,Fri Aug 10 12:47:42 +0000 2018,"i have just authorized a doubling of tariffs on steel and aluminum with respect to turkey as their currency, the turkish lira, slides rapidly downward against our very strong dollar! aluminum will now be 20% and steel 50%. our relations with turkey are not good at this time!","Dollar General, Dollar Tree, "
2864,Fri Aug 10 12:32:40 +0000 2018,".....be happy, be cool! a football game, that fans are paying soooo much money to watch and enjoy, is no place to protest. most of that money goes to the players anyway. find another way to protest. stand proudly for your national { ANTHEM } or be suspended without pay!","Anthem Inc., "
2865,Fri Aug 10 12:18:55 +0000 2018,"the nfl players are at it again - taking a knee when they should be standing proudly for the national anthem. numerous players, from different teams, wanted to show their “outrage” at something that most of them are unable to define. they make a { FORTUNE } doing what they love......","Anthem Inc., Fortune Brands Home & Security, "
2866,Fri Aug 10 11:49:48 +0000 2018,".@mariabartiromo  “no evidence to launch even an investigation into potential collusion between donald trump and the russians - and here we are, a year and a { HALF } later.”","Robert Half International, "
2871,Thu Aug 09 16:02:33 +0000 2018,"this is an illegally brought rigged witch { HUNT } run by people who are totally corrupt and/or conflicted. it was started and paid for by crooked hillary and the democrats. phony dossier, fisa disgrace and so many lying and dishonest people already fired. 17 angry dems? stay tuned!","J. B. Hunt Transport Services, "
2880,Wed Aug 08 03:23:54 +0000 2018,"congratulations to a future star of the republican party, future senator john james. a big and bold victory tonight in the great state of michigan - the first of many. november can’t come fast enough!","Raymond James Financial Inc., "
2887,Mon Aug 06 21:53:42 +0000 2018,california wildfires are being magnified &amp; made so much worse by the bad environmental laws which aren’t allowing massive amounts of readily available water to be properly utilized. it is being diverted into the { PACIFIC } ocean. must also tree clear to stop fire from spreading!,"Union Pacific, "
2891,Mon Aug 06 19:13:42 +0000 2018,"john { JAMES } is a potential republican star who has a senate primary election tomorrow in michigan. if he becomes the republican candidate, he will beat the open borders, weak on crime, democrat, debbie stabenow. vote for john { JAMES } and make america great again!","Raymond James Financial Inc., "
2892,Mon Aug 06 17:43:57 +0000 2018,"governor jerry brown must allow the free flow of the vast amounts of water coming from the north and foolishly being diverted into the { PACIFIC } ocean. can be used for fires, farming and everything else. think of california with plenty of water - nice! fast federal govt. approvals.","Union Pacific, "
2893,Mon Aug 06 15:48:40 +0000 2018,"kris kobach, a strong and early supporter of mine, is running for governor of the great state of kansas.  he is a fantastic guy who loves his state and our country - he will be a great governor and has my full &amp; total endorsement! strong on crime, border &amp; military. vote tuesday!","Kansas City Southern, "
2897,Sun Aug 05 22:06:42 +0000 2018,california wildfires are being magnified &amp; made so much worse by the bad environmental laws which aren’t allowing massive amount of readily available water to be properly utilized. it is being diverted into the { PACIFIC } ocean. must also tree clear to stop fire   spreading!,"Union Pacific, "
2898,Sun Aug 05 21:53:11 +0000 2018,"rt @realdonaldtrump: ...danny o’connor is a total puppet for nancy pelosi and maxine { WATERS } – danny wants to raise your taxes, open your bo…","Waters Corporation, "
2901,Sun Aug 05 12:49:21 +0000 2018,too bad a large portion of the media refuses to report the lies and corruption having to do with the rigged witch { HUNT } - but that is why we call them fake news!,"J. B. Hunt Transport Services, "
2902,Sun Aug 05 12:45:56 +0000 2018,"...why aren’t mueller and the 17 angry democrats looking at the meetings concerning the fake dossier and all of the lying that went on in the fbi and doj? this is the most one sided witch { HUNT } in the history of our country. fortunately, the facts are all coming out, and fast!","J. B. Hunt Transport Services, "
2903,Sun Aug 05 12:35:43 +0000 2018,"fake news reporting, a complete fabrication, that i am concerned about the meeting my wonderful son, donald, had in trump tower. this was a meeting to get { INFORMATION } on an opponent, totally legal and done all the time in politics - and it went nowhere. i did not know about it!","American Tower Corp., Fidelity National Information Services, "
2907,Sun Aug 05 01:43:01 +0000 2018,"...danny o’connor is a total puppet for nancy pelosi and maxine { WATERS } – danny wants to raise your taxes, open your borders, and take away your 2nd amendment. vote for troy on tuesday!","Waters Corporation, "
2913,Sat Aug 04 20:03:39 +0000 2018,"....china, which is for the first time doing poorly against us, is spending a { FORTUNE } on ads and p.r. trying to convince and scare our politicians to fight me on tariffs- because they are really hurting their economy. likewise other countries. we are winning, but must be strong!","Fortune Brands Home & Security, "
2920,Sat Aug 04 03:37:36 +0000 2018,"lebron { JAMES } was just interviewed by the dumbest man on television, don lemon. he made lebron look smart, which isn’t easy to do. i like mike!","Raymond James Financial Inc., "
2934,Sat Aug 04 03:01:46 +0000 2018,"congratulations to gregg jarrett on his book, “the russia hoax, the illicit scheme to clear hillary clinton and frame donald trump,” going to #1 on @nytimes and amazon. it is indeed a hoax and witch hunt, illegally started by people who have already been disgraced. great book!","J. B. Hunt Transport Services, "
2938,Fri Aug 03 22:43:03 +0000 2018,"nasa, which is making a big comeback under the trump administration, has just named 9 astronauts for { BOEING } and spacex space flights. we have the greatest facilities in the world and we are now letting the private sector pay to use them. exciting things happening. space force!","Boeing Company, "
2954,Thu Aug 02 10:38:15 +0000 2018,"charles koch of koch brothers, who claims to be giving away millions of dollars to politicians even though i know very few who have seen this (?), now makes the ridiculous statement that what president trump is doing is unfair to “foreign workers.” he is correct, america first!","Charles Schwab Corporation, "
2955,Thu Aug 02 04:47:25 +0000 2018,"thank you to chairman kim jong un for keeping your word &amp; starting the process of sending { HOME } the remains of our great and beloved missing fallen! i am not at all surprised that you took this kind action. also, thank you for your nice letter - { L } look forward to seeing you soon!","Fortune Brands Home & Security, Home Depot, L Brands Inc., "
2956,Thu Aug 02 04:38:15 +0000 2018,"congratulations to  @greggjarrett on the tremendous success of his just out book, “the russia hoax, the illicit scheme to clear hillary clinton &amp; frame donald trump.” already number one on amazon. hard work from a brilliant guy. it’s the real story of the rigged witch hunt!","J. B. Hunt Transport Services, "
2964,Wed Aug 01 15:35:47 +0000 2018,"looking back on history, who was treated worse, alfonse capone, legendary mob boss, killer and “public enemy number one,” or paul manafort, political operative &amp; reagan/dole darling, now serving solitary confinement - although convicted of nothing? where is the russian collusion?","Public Serv. Enterprise Inc., Public Storage, "
2966,Wed Aug 01 14:01:53 +0000 2018,"russian collusion with the trump campaign, one of the most successful in history, is a total hoax. the democrats paid for the phony and discredited dossier which was, along with comey, mccabe, strzok and his lover, the lovely lisa page, used to begin the witch hunt. disgraceful!","J. B. Hunt Transport Services, "
2968,Wed Aug 01 13:24:03 +0000 2018,"..this is a terrible situation and attorney general jeff sessions should stop this rigged witch { HUNT } right now, before it continues to stain our country any further. bob mueller is totally conflicted, and his 17 angry democrats that are doing his dirty work are a disgrace to usa!","J. B. Hunt Transport Services, "
2976,Tue Jul 31 17:33:48 +0000 2018,"...border security is national security, and national security is the long-term viability of our country. a government shutdown is a very small { PRICE } to pay for a safe and prosperous america!","T. Rowe Price Group, "
2982,Tue Jul 31 12:03:30 +0000 2018,"i am looking into 3-d plastic guns being sold to the public. already spoke to nra, doesn’t seem to make much sense!","Public Serv. Enterprise Inc., Public Storage, "
2987,Tue Jul 31 10:29:59 +0000 2018,rt @dougmillsnyt: .@realdonaldtrump pumps his fist after his new secretary of veterans affairs  { ROBERT } wilkie is sworn-in by @vp mike pence…,"Robert Half International, "
2992,Mon Jul 30 22:44:12 +0000 2018,"congratulations to our new @deptvetaffairs secretary, { ROBERT } wilkie! https://t.co/6erqwjzuik","Robert Half International, "
3008,Sun Jul 29 20:12:15 +0000 2018,"is { ROBERT } mueller ever going to release his conflicts of interest with respect to president trump, including the fact that we had a very nasty &amp; contentious business relationship, i turned him down to head the fbi (one day before appointment as s.c.) &amp; comey is his close friend..","Robert Half International, "
3009,Sun Jul 29 19:35:14 +0000 2018,"there is no collusion! the { ROBERT } mueller rigged witch hunt, headed now by 17 (increased from 13, including an obama white house lawyer) angry democrats, was started by a fraudulent dossier, paid for by crooked hillary and the dnc. therefore, the witch { HUNT } is an illegal scam!","J. B. Hunt Transport Services, Robert Half International, "
3022,Sun Jul 29 11:44:00 +0000 2018,"wow, highest poll numbers in the history of the republican party. that includes honest abe { LINCOLN } and ronald reagan. there must be something wrong, please recheck that poll!","Lincoln National, "
3023,Sun Jul 29 11:31:52 +0000 2018,"tom homan, fmr ice director: “there is nobody that has done more for border security &amp; { PUBLIC } safety than president trump. i’ve worked for six presidents, and i respect them all, but nobody has done more than this administration &amp; president trump, that’s just a stone cold fact!”","Public Serv. Enterprise Inc., Public Storage, "
3026,Sat Jul 28 00:47:58 +0000 2018,"the only things the democrats do well is “resist,” which is their campaign slogan, and “obstruct.” cryin’ chuck schumer has almost 400 great american people that are waiting “forever” to serve our country! a total disgrace. mitch m should not let them go { HOME } until all approved!","Fortune Brands Home & Security, Home Depot, "
3038,Fri Jul 27 11:38:32 +0000 2018,"....,the only collusion with russia was with the democrats, so now they are looking at my tweets (along with 53 million other people) - the rigged witch { HUNT } continues! how stupid and unfair to our country....and so the fake news doesn’t { WASTE } my time with dumb questions, no,....","J. B. Hunt Transport Services, Waste Management Inc., "
3039,Fri Jul 27 11:26:20 +0000 2018,"arrived back in washington last night from a very emotional reopening of a major u.s. steel plant in granite city, illinois, only to be greeted with the ridiculous news that the highly conflicted { ROBERT } mueller and his gang of 13 angry democrats obviously cannot find collusion...","Illinois Tool Works, Robert Half International, "
3044,Thu Jul 26 22:48:38 +0000 2018,".@alandersh, a brilliant lawyer, who although a liberal democrat who probably didn’t vote for me, has discussed the witch { HUNT } with great clarity and in a very positive way. he has written a new and very important book...","J. B. Hunt Transport Services, "
3046,Thu Jul 26 21:12:45 +0000 2018,"thank you @u_s_steel and granite city, illinois! https://t.co/6rsuvgf6rg","Illinois Tool Works, "
3049,Thu Jul 26 14:11:30 +0000 2018,"heading to dubuque, iowa and then granite city, illinois. looking  forward to being with many great friends!","Illinois Tool Works, "
3059,Wed Jul 25 22:45:49 +0000 2018,"sergio marchionne, who passed away today, was one of the most brilliant &amp; successful car executives since the days of the legendary { HENRY } ford. it was a great honor for me to get to know sergio as potus, he loved the car industry, and fought hard for it. he will be truly missed!","Ford Motor, Henry Schein, Jack Henry & Associates Inc, "
3061,Wed Jul 25 20:57:24 +0000 2018,the united states and the european union have a $1 trillion bilateral trade relationship – the largest economic relationship in the world. we want to further strengthen this trade relationship to the benefit of all american and european citizens... https://t.co/4zlmeetcpg,"Citizens Financial Group, "
3067,Wed Jul 25 01:05:05 +0000 2018,"“the russia hoax, the illicit scheme to clear hillary clinton &amp; frame donald trump” is a hot seller, already number one! more importantly, it is a great book that everyone is talking about. it covers the rigged witch { HUNT } brilliantly. congratulations to gregg jarrett!","J. B. Hunt Transport Services, "
3068,Wed Jul 25 00:39:16 +0000 2018,"so sad and unfair that the fcc wouldn’t approve the sinclair broadcast merger with tribune. this would have been a great and much needed conservative voice for and of the people. liberal fake news nbc and { COMCAST } gets approved, much bigger, but not sinclair. disgraceful!","Comcast Corp., "
3070,Tue Jul 24 22:33:30 +0000 2018,"today, it was my great honor to be in { KANSAS } city, missouri to pay tribute to the men and women who make freedom possible! thank you @vfwhq! #vfwconvention https://t.co/e6tysnmwo8","Kansas City Southern, "
3082,Tue Jul 24 11:01:13 +0000 2018,"rt @danscavino: “lockheed { MARTIN } will add 400 workers to boost production of the f-35 fighter jet, the most expensive in u.s. history, afte…","Lockheed Martin Corp., Martin Marietta Materials, "
3085,Tue Jul 24 01:35:37 +0000 2018,robert will do a great job for our vets. we also recently won choice! https://t.co/he0gducbet,"Robert Half International, "
3086,Mon Jul 23 13:35:20 +0000 2018,....in my opinion the washington post is nothing more than an expensive (the { PAPER } loses a fortune) lobbyist for amazon. is it used as protection against antitrust claims which many feel should be brought?,"Fortune Brands Home & Security, International Paper, "
3090,Mon Jul 23 11:09:39 +0000 2018,".....”carter page wasn’t a spy, wasn’t an agent of the russians - he would have cooperated with the fbi. it was a fraud and a hoax designed to { TARGET } trump.” tom fitton @judicialwatch a disgrace to america. they should drop the discredited mueller witch { HUNT } now!","J. B. Hunt Transport Services, Target Corp., "
3092,Mon Jul 23 10:52:10 +0000 2018,“it was classified to cover up misconduct by the fbi and the justice department in misleading the court by using this dossier in a dishonest way to gain a warrant to { TARGET } the trump team. this is a clinton campaign document. it was a fraud and a hoax designed to { TARGET } trump....,"Target Corp., "
3093,Mon Jul 23 10:30:11 +0000 2018,"so we now find out that it was indeed the unverified and fake dirty dossier, that was paid for by crooked hillary clinton and the dnc, that was knowingly &amp; falsely submitted to fisa and which was responsible for starting the totally conflicted and discredited mueller witch hunt!","J. B. Hunt Transport Services, "
3099,Sun Jul 22 12:56:15 +0000 2018,".@petehegseth on @foxnews  “source #1 was the (fake) dossier. yes, the dirty dossier, paid for by democrats as a hit piece against trump, and looking for { INFORMATION } that could discredit candidate #1 trump. carter page was just the { FOOT } to surveil the trump campaign...” illegal!","Fidelity National Information Services, Foot Locker Inc, "
3100,Sun Jul 22 12:22:49 +0000 2018,"andrew mccarthy - “i said this could never happen. this is so bad that they should be looking at the judges who signed off on this stuff, not just the people who gave it. it is so bad it screams out at you.”  on the whole fisa scam which led to the rigged mueller witch hunt!","J. B. Hunt Transport Services, "
3102,Sun Jul 22 10:28:40 +0000 2018,"congratulations to @judicialwatch and @tomfitton on being successful in getting the carter page fisa documents. as usual they are ridiculously heavily redacted but confirm with little doubt that the department of “justice” and fbi misled the courts. witch { HUNT } rigged, a scam!","J. B. Hunt Transport Services, "
3103,Sun Jul 22 00:21:01 +0000 2018,watching los angeles possible hostage situation very closely. active barricaded suspect. l.a.p.d. working with federal law enforcement.,"L Brands Inc., "
3107,Sat Jul 21 22:50:38 +0000 2018,"no collusion, no obstruction - but that doesn’t matter because the 13 angry democrats, who are only after republicans and totally protecting democrats, want this witch { HUNT } to drag out to the november election. republicans better get smart fast and expose what they are doing!","J. B. Hunt Transport Services, "
3108,Sat Jul 21 22:40:06 +0000 2018,"the rigged witch hunt, headed by the 13 angry democrats (and now 4 more have been added, one who worked directly for obama w.h.), seems intent on damaging the republican party’s chances in the november election. this democrat excuse for losing the ‘16 election never ends!","J. B. Hunt Transport Services, "
